OTU ID,Phylum,Class,Order,Family,Genus,Species,Phototroph,Copy Number,Copy Number Classification Level,ERR1102990,ERR1102991,ERR1102992,ERR1102993,ERR1102994,ERR1102995,ERR1102996,ERR1102997,ERR1102998,ERR1102999,ERR1103000,ERR1103001,ERR1103002,ERR1103003,ERR1103004,ERR1103005,ERR1103006,ERR1103007,ERR1103008,ERR1103009,ERR1103010,ERR1103011,ERR1103012,ERR1103013,ERR1103014,ERR1103015,ERR1103016,ERR1103017,ERR1103018,ERR1103019,ERR1103020,ERR1103021,ERR1103022,ERR1103023,ERR1103024,ERR1103025,ERR1103026,ERR1103027,ERR1103028,ERR1103029,ERR1103030,ERR1103031,ERR1103032,ERR1103033,ERR1103034,ERR1103035,ERR1103036,ERR1103037,ERR1103038,ERR1103039,ERR1103040,ERR1103041,ERR1103042,ERR1103043,ERR1103044,ERR1103045,ERR1103046,ERR1103047,ERR1103048,ERR1103049,ERR1103050,ERR1103051,ERR1103052,ERR1103053,ERR1103054,ERR1103055,ERR1103056,ERR1103057,ERR1103058,ERR1103059,ERR1103060,ERR1103061,ERR1103062,ERR1103063,ERR1103064,ERR1103065,ERR1103066,ERR1103067,ERR1103068,ERR1103069,ERR1103070,ERR1103071,ERR1103072,ERR1103073,ERR1103074,ERR1103075,ERR1103076,ERR1103077,ERR1103078,ERR1103079,ERR1103080,ERR1103081,ERR1103082,ERR1103083,ERR1103084,ERR1103085,ERR1103086,ERR1103087,ERR1103088,ERR1103089,ERR1103090,ERR1103091,ERR1103092,ERR1103093,ERR1103094,ERR1103095,ERR1103096,ERR1103097,ERR1103098,ERR1103099,ERR1103100,ERR1103101,ERR1103102,ERR1103103,ERR1103104,ERR1103105,ERR1103106,ERR1103107,ERR1103108,ERR1103109,ERR1103110,ERR1103111,ERR1103112,ERR1103113,ERR1103114,ERR1103115,ERR1103116,ERR1103117,ERR1103118,ERR1103119
OTU_138,Acidobacteria,Blastocatellia,,Pyrinomonadaceae,,,0,1,Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
OTU_139,Acidobacteria,Holophagae,,,,,0,1.19,Phylum,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,2,5,3,0,1,0,0,0,0,0,0,0,0
OTU_140,Acidobacteria,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,,,0,1.19,Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_141,Acidobacteria,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Acanthopleuribacter,,0,1.19,Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_142,Acidobacteria,Holophagae,Holophagales,,,,0,1.19,Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_143,Acidobacteria,Holophagae,Holophagales,Holophagaceae,,,0,1.19,Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_144,Acidobacteria,Solibacteres,,,,,0,1.19,Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_145,Acidobacteria,Solibacteres,Solibacterales,,,,0,1.19,Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,0,0,2,25,68,0,0,0,7,34,85,0,0,0,8,120,0,0,0,0,0,27,85,0,0,0,0,0,52,0,0,0,5,27,0,0,0,0,6,0,0,0,2,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,3,2,0,0,0,5,0,2,1,5,6,0,3,0,6,1,0,0,0,0,5,0,0,0,4,0
OTU_146,Acidobacteria,Solibacteres,Solibacterales,Bryobacteraceae,,,0,1.19,Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_147,Acidobacteria,Solibacteres,Solibacterales,Bryobacteraceae,Paludibaculum,,0,1.19,Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_148,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,,,0,2,Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_149,Actinobacteria,,,,,,0,1.54,Phylum,66,39,33,26,17,106,87,27,92,53,93,4,3,47,79,51,29,7,38,21,30,25,6,6,57,63,114,17,11,85,70,152,19,7,4,68,52,135,11,1,38,11,73,71,63,18,8,26,46,43,108,8,6,64,50,139,3,7,114,217,152,4,6,113,160,51,6,199,130,36,11,6,60,46,3,13,3,83,36,20,8,4,39,12,9,10,8,15,48,24,43,26,21,12,10,23,22,69,52,12,10,9,7,17,13,10,18,19,9,15,7,78,48,27,58,10,48,20,63,267,25,405,8,21,12,9,14,33,23,20
OTU_150,Actinobacteria,,,,,Actinobacteria_bacterium_RBG_19FT_COMBO_36_27,0,1.54,Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_151,Actinobacteria,Acidimicrobiia,,,,,0,2,Class,130,99,208,135,40,114,525,353,147,175,105,186,499,52,116,172,628,1375,37,133,382,997,1393,1686,111,107,993,4510,3388,108,60,237,4066,2904,3168,80,93,469,1764,2477,107,2205,71,142,412,3401,2192,24,18,49,280,1554,2214,18,56,409,3882,3898,34,72,494,622,3299,139,106,1880,4537,121,2338,1613,7246,4275,416,1873,2421,5367,4331,74,568,1353,6499,1117,161,2292,2744,4017,3829,3739,569,967,316,596,2191,3064,2068,2559,566,342,986,4425,4213,163,1068,3205,2174,137,173,221,582,3340,91,285,732,973,1383,119,408,928,1445,357,181,144,520,1211,2926,169,315,1311,855,2552
OTU_152,Actinobacteria,Acidimicrobiia,,,,Acidimicrobidae_bacterium_YM18-244,0,2,Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_153,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,,0,2,Order,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1
OTU_154,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,,,0,2,Family,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_155,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Ilumatobacter,,0,2,Family,38,45,64,23,14,0,53,40,2,81,0,0,0,0,0,1,2,1,1,2,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,2,0,1,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,5,1,1,3,2,0,0,1,0,0,0,0,0,3,0,5,0,0,0,1,1,1,4,15,0,0,1,0,26,0,1,0,0,14
OTU_156,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Ilumatobacter,Ilumatobacter_nonamiensis,0,2,Family,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_157,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,,,0,2,Order,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
OTU_158,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Aquihabitans,Aquihabitans_daechungensis,0,2,Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_159,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,,0,2,Order,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,1,0,0,2,0,2,0,5,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,22,3,1,22,6,11,0,7,46,1,0,0,1,0,0,0,0,1,17
OTU_160,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Microthrixaceae,,,0,2,Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
OTU_161,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Microthrixaceae,Candidatus_Microthrix,,0,2,Order,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,8,7,0,0,0,1,0,7,0,1,1,0,4,3,0,2,0,0,1,0,1,0,0,0,0,0,3,0,3,0,1,2,0,2,1,0,3,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,23,26,49,11,54,17,44,241,0,1,1,1,0,0,0,0,0,0
OTU_162,Actinobacteria,Actinobacteria,,,,,0,3.16,Class,39,33,167,31,18,65,117,293,47,57,119,480,634,54,66,119,150,685,49,32,26,208,49,231,79,66,188,319,1519,23,27,51,95,240,672,79,66,78,163,405,57,166,72,46,97,236,1160,43,29,31,49,104,835,83,134,62,160,1070,61,52,135,52,348,407,102,319,1297,199,205,89,487,1686,102,108,741,271,542,71,85,101,206,5047,204,117,244,460,540,1051,371,195,627,81,172,332,330,482,69,192,148,1059,751,174,91,381,940,273,100,115,333,3825,175,199,232,429,1013,113,131,235,718,1024,292,698,170,386,1001,105,101,238,118,1384
OTU_163,Actinobacteria,Actinobacteria,,,,actinobacterium_SCGC_AAA041-L13,0,3.16,Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_164,Actinobacteria,Actinobacteria,Acidothermales,,,,0,1,Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_165,Actinobacteria,Actinobacteria,Acidothermales,Acidothermaceae,,,0,1,Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
